# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1026734	1027177	+	AQQ59528.1			hypothetical protein			XJ32_04830	444	147	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1027392	1028231	+							XJ32_04835	840		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1027392	1028231	+	AQQ60668.1			tRNA-processing ribonuclease BN			XJ32_04835	840	279	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1028305	1029354	-							XJ32_04840	1050		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1028305	1029354	-	AQQ59529.1			hypothetical protein			XJ32_04840	1050	349	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1029342	1030319	-							XJ32_04845	978		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1029342	1030319	-	AQQ59530.1			hypothetical protein			XJ32_04845	978	325	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1030309	1031223	-							XJ32_04850	915		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1030309	1031223	-	AQQ59531.1			hypothetical protein			XJ32_04850	915	304	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1031213	1032013	-							XJ32_04855	801		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1031213	1032013	-	AQQ59532.1			hypothetical protein			XJ32_04855	801	266	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1032976	1034250	-					eno		XJ32_04860	1275		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1032976	1034250	-	AQQ59533.1			enolase	eno		XJ32_04860	1275	424	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1034539	1035330	+							XJ32_04865	792		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1034539	1035330	+	AQQ59534.1			ABC transporter			XJ32_04865	792	263	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1035334	1036680	+							XJ32_04870	1347		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1035334	1036680	+	AQQ59535.1			malate:quinone oxidoreductase			XJ32_04870	1347	448	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1036848	1037033	-							XJ32_04875	186		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1036848	1037033	-	AQQ59536.1			hypothetical protein			XJ32_04875	186	61	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1037037	1037918	-							XJ32_04880	882		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1037037	1037918	-	AQQ59537.1			homoserine O-succinyltransferase			XJ32_04880	882	293	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1037937	1039226	-							XJ32_04885	1290		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1037937	1039226	-	AQQ59538.1			O-acetylhomoserine aminocarboxypropyltransferase			XJ32_04885	1290	429	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1039830	1040759	-							XJ32_04890	930		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1039830	1040759	-	AQQ59539.1			acetyl-CoA carboxylase subunit alpha			XJ32_04890	930	309	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1040759	1042012	-							XJ32_04895	1254		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1040759	1042012	-	AQQ59540.1			3-oxoacyl-ACP synthase			XJ32_04895	1254	417	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1042059	1042298	-							XJ32_04900	240		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1042059	1042298	-	AQQ59541.1			acyl carrier protein			XJ32_04900	240	79	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1042490	1043947	-							XJ32_04905	1458		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1042490	1043947	-	AQQ59542.1			3-deoxy-D-manno-octulosonic acid transferase			XJ32_04905	1458	485	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1043972	1044694	-							XJ32_04910	723		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1043972	1044694	-	AQQ59543.1			hypothetical protein			XJ32_04910	723	240	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1044704	1045447	-							XJ32_04915	744		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1044704	1045447	-	AQQ59544.1			YbgI/family dinuclear metal center protein			XJ32_04915	744	247	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1045542	1045985	-							XJ32_04920	444		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1045542	1045985	-	AQQ60669.1			membrane protein			XJ32_04920	444	147	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1046275	1047336	-							XJ32_04925	1062		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1046275	1047336	-	AQQ59545.1			3,4-dihydroxy-2-butanone 4-phosphate synthase			XJ32_04925	1062	353	
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1047457	1047531	+							XJ32_04930	75		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1047457	1047531	+				tRNA-Gln			XJ32_04930	75		anticodon=TTG
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1047607	1047683	+							XJ32_04935	77		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1047607	1047683	+				tRNA-Met			XJ32_04935	77		anticodon=CAT
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1047993	1049678	+							XJ32_04940	1686		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1047993	1049678	+	AQQ59546.1			restriction endonuclease subunit M			XJ32_04940	1686	561	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1049736	1051346	+							XJ32_04945	1611		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1049736	1051346	+	AQQ59547.1			glutamine amidotransferase			XJ32_04945	1611	536	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1051620	1052333	-							XJ32_04950	714		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1051620	1052333	-	AQQ59548.1			transcriptional regulator			XJ32_04950	714	237	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1052463	1053533	+							XJ32_04955	1071		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1052463	1053533	+	AQQ59549.1			sodium:proton antiporter			XJ32_04955	1071	356	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1053738	1054934	+							XJ32_04960	1197		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1053738	1054934	+	AQQ59550.1			succinyl-diaminopimelate desuccinylase			XJ32_04960	1197	398	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1055232	1055480	+							XJ32_04965	249		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1055232	1055480	+	AQQ59551.1			hypothetical protein			XJ32_04965	249	82	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1055496	1056182	+							XJ32_04970	687		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1055496	1056182	+	AQQ59552.1			phosphoribosylformylglycinamidine synthase			XJ32_04970	687	228	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1056239	1057720	+							XJ32_04975	1482		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1056239	1057720	+	AQQ59553.1			hypothetical protein			XJ32_04975	1482	493	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1057873	1058535	+							XJ32_04980	663		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1057873	1058535	+	AQQ59554.1			N-terminal cleavage protein			XJ32_04980	663	220	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1058596	1059510	+							XJ32_04985	915		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1058596	1059510	+	AQQ59555.1			hypothetical protein			XJ32_04985	915	304	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1059686	1060678	+							XJ32_04990	993		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1059686	1060678	+	AQQ59556.1			phosphoribosylformylglycinamidine cyclo-ligase			XJ32_04990	993	330	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1060684	1061415	+							XJ32_04995	732		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1060684	1061415	+	AQQ59557.1			hypothetical protein			XJ32_04995	732	243	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1061646	1065170	+							XJ32_05000	3525		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1061646	1065170	+	AQQ59558.1			2-acyl-glycerophospho-ethanolamine acyltransferase			XJ32_05000	3525	1174	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1065465	1065875	+							XJ32_05005	411		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1065465	1065875	+	AQQ59559.1			hypothetical protein			XJ32_05005	411	136	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1066201	1067025	-							XJ32_05010	825		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1066201	1067025	-	AQQ60670.1			hypothetical protein			XJ32_05010	825	274	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1067230	1068096	-							XJ32_05015	867		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1067230	1068096	-	AQQ59560.1			ATP-binding protein			XJ32_05015	867	288	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1068432	1069166	+							XJ32_05020	735		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1068432	1069166	+	AQQ59561.1			membrane-associated lipoprotein			XJ32_05020	735	244	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1069290	1070087	-							XJ32_05025	798		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1069290	1070087	-	AQQ59562.1			methyltransferase FkbM			XJ32_05025	798	265	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1070200	1073181	-							XJ32_05030	2982		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1070200	1073181	-	AQQ59563.1			ATPase P			XJ32_05030	2982	993	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1073197	1073850	-							XJ32_05035	654		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1073197	1073850	-	AQQ59564.1			hypothetical protein			XJ32_05035	654	217	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1073906	1075993	+							XJ32_05040	2088		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1073906	1075993	+	AQQ59565.1			glycyl-tRNA synthetase			XJ32_05040	2088	695	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1076051	1076245	-							XJ32_05045	195		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1076051	1076245	-	AQQ59566.1			hypothetical protein			XJ32_05045	195	64	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1076327	1076791	-							XJ32_05050	465		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1076327	1076791	-	AQQ60671.1			hypothetical protein			XJ32_05050	465	154	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1077235	1078134	-							XJ32_05055	900		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1077235	1078134	-	AQQ59567.1			UDP-N-acetylenolpyruvoylglucosamine reductase			XJ32_05055	900	299	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1078137	1078403	-							XJ32_05060	267		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1078137	1078403	-	AQQ59568.1			flagellar biosynthesis protein FliQ			XJ32_05060	267	88	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1078673	1079146	+							XJ32_05065	474		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1078673	1079146	+	AQQ59569.1			hypothetical protein			XJ32_05065	474	157	
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079402	1079477	+							XJ32_05070	76		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079402	1079477	+				tRNA-Lys			XJ32_05070	76		anticodon=TTT
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079493	1079567	+							XJ32_05075	75		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079493	1079567	+				tRNA-Glu			XJ32_05075	75		anticodon=TTC
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079608	1079683	+							XJ32_05080	76		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079608	1079683	+				tRNA-Val			XJ32_05080	76		anticodon=TAC
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079688	1079764	+							XJ32_05085	77		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079688	1079764	+				tRNA-Asp			XJ32_05085	77		anticodon=GTC
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079807	1079998	-							XJ32_05090	192		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1079807	1079998	-	AQQ59570.1			hypothetical protein			XJ32_05090	192	63	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1080052	1081257	-							XJ32_05095	1206		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1080052	1081257	-	AQQ59571.1			glycosyl transferase			XJ32_05095	1206	401	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1081257	1081694	-							XJ32_05100	438		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1081257	1081694	-	AQQ59572.1			thioesterase			XJ32_05100	438	145	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1081814	1082047	-							XJ32_05105	234		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1081814	1082047	-	AQQ59573.1			hypothetical protein			XJ32_05105	234	77	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1082324	1084126	+							XJ32_05110	1803		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1082324	1084126	+	AQQ59574.1			flagellar hook-basal body protein			XJ32_05110	1803	600	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1084543	1084854	-							XJ32_05115	312		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1084543	1084854	-	AQQ60672.1			hypothetical protein			XJ32_05115	312	103	
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1085800	1085876	-							XJ32_05120	77		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1085800	1085876	-				tRNA-Pro			XJ32_05120	77		anticodon=GGG
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1086066	1086156	-							XJ32_05125	91		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1086066	1086156	-				tRNA-Ser			XJ32_05125	91		anticodon=GCT
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1086407	1086817	+							XJ32_05130	411		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1086407	1086817	+	AQQ59575.1			capsular biosynthesis protein			XJ32_05130	411	136	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1086829	1088124	+							XJ32_05135	1296		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1086829	1088124	+	AQQ59576.1			capsular biosynthesis protein			XJ32_05135	1296	431	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1088055	1088483	+							XJ32_05140	429		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1088055	1088483	+	AQQ59577.1			hypothetical protein			XJ32_05140	429	142	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1088480	1089223	+							XJ32_05145	744		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1088480	1089223	+	AQQ59578.1			capsular biosynthesis protein			XJ32_05145	744	247	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1089220	1090171	+				radical SAM protein			XJ32_05150	952		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1090142	1090453	+							XJ32_05155	312		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1090142	1090453	+	AQQ60673.1			hypothetical protein			XJ32_05155	312	103	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1090846	1092558	-							XJ32_05160	1713		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1090846	1092558	-	AQQ60674.1			sulfatase			XJ32_05160	1713	570	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1093239	1093613	-							XJ32_05165	375		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1093239	1093613	-	AQQ59579.1			ATP synthase F0F1 subunit epsilon			XJ32_05165	375	124	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1093626	1095035	-							XJ32_05170	1410		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1093626	1095035	-	AQQ59580.1			ATP F0F1 synthase subunit beta			XJ32_05170	1410	469	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1095058	1095963	-							XJ32_05175	906		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1095058	1095963	-	AQQ59581.1			ATP synthase F0F1 subunit gamma			XJ32_05175	906	301	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1095976	1097493	-							XJ32_05180	1518		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1095976	1097493	-	AQQ59582.1			ATP F0F1 synthase subunit alpha			XJ32_05180	1518	505	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1097507	1098043	-							XJ32_05185	537		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1097507	1098043	-	AQQ59583.1			ATP synthase F0F1			XJ32_05185	537	178	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1098044	1098574	-							XJ32_05190	531		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1098044	1098574	-	AQQ59584.1			ATP synthase subunit B			XJ32_05190	531	176	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1098598	1099023	-							XJ32_05195	426		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1098598	1099023	-	AQQ59585.1			hypothetical protein			XJ32_05195	426	141	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1099431	1101566	-							XJ32_05200	2136		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1099431	1101566	-	AQQ59586.1			ATP-dependent DNA helicase			XJ32_05200	2136	711	
gene	rRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1102535	1104217	+							XJ32_05205	1683		
rRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1102535	1104217	+				16S ribosomal RNA			XJ32_05205	1683		
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1104459	1104535	+							XJ32_05210	77		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1104459	1104535	+				tRNA-Ile			XJ32_05210	77		anticodon=GAT
gene	tRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1104626	1104701	+							XJ32_05215	76		
tRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1104626	1104701	+				tRNA-Ala			XJ32_05215	76		anticodon=TGC
gene	rRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1105064	1107945	+							XJ32_05220	2882		
rRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1105064	1107945	+				23S ribosomal RNA			XJ32_05220	2882		
gene	rRNA	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1108466	1108581	+							XJ32_05225	116		
rRNA		GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1108466	1108581	+				5S ribosomal RNA			XJ32_05225	116		
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1108708	1108920	+				l-lysine exporter LysE			XJ32_05230	213		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1108999	1109232	+							XJ32_05235	234		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1108999	1109232	+	AQQ59587.1			hypothetical protein			XJ32_05235	234	77	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1109468	1109749	+							XJ32_05240	282		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1109468	1109749	+	AQQ59588.1			hypothetical protein			XJ32_05240	282	93	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1110059	1110373	+							XJ32_05245	315		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1110059	1110373	+	AQQ59589.1			hypothetical protein			XJ32_05245	315	104	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1110446	1110631	+							XJ32_05250	186		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1110446	1110631	+	AQQ59590.1			hypothetical protein			XJ32_05250	186	61	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1110628	1110918	+							XJ32_05255	291		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1110628	1110918	+	AQQ59591.1			hypothetical protein			XJ32_05255	291	96	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1111120	1111509	-							XJ32_05260	390		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1111120	1111509	-	AQQ59592.1			flagellar biosynthesis protein FliS			XJ32_05260	390	129	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1111519	1113558	-							XJ32_05265	2040		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1111519	1113558	-	AQQ59593.1			flagellar capping protein			XJ32_05265	2040	679	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1113847	1114176	-							XJ32_05270	330		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1113847	1114176	-	AQQ59594.1			hypothetical protein			XJ32_05270	330	109	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1114342	1114905	+							XJ32_05275	564		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1114342	1114905	+	AQQ60675.1			hypothetical protein			XJ32_05275	564	187	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1115094	1116362	-							XJ32_05280	1269		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1115094	1116362	-	AQQ59595.1			protease			XJ32_05280	1269	422	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1116401	1117474	-							XJ32_05285	1074		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1116401	1117474	-	AQQ59596.1			dihydroorotate dehydrogenase			XJ32_05285	1074	357	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1117599	1118681	+							XJ32_05290	1083		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1117599	1118681	+	AQQ59597.1			lipopolysaccharide heptosyltransferase-1			XJ32_05290	1083	360	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1118771	1119541	+							XJ32_05295	771		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1118771	1119541	+	AQQ59598.1			hypothetical protein			XJ32_05295	771	256	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1119849	1121012	-							XJ32_05300	1164		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1119849	1121012	-	AQQ59599.1			hypothetical protein			XJ32_05300	1164	387	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1121091	1122200	+							XJ32_05305	1110		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1121091	1122200	+	AQQ59600.1			peptidase			XJ32_05305	1110	369	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1122454	1123266	-							XJ32_05310	813		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1122454	1123266	-	AQQ59601.1			hypothetical protein			XJ32_05310	813	270	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1123731	1124588	+							XJ32_05315	858		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1123731	1124588	+	AQQ59602.1			flagellar basal body rod protein FlgG			XJ32_05315	858	285	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1124700	1125998	+							XJ32_05320	1299		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1124700	1125998	+	AQQ59603.1			RNA polymerase sigma54 factor			XJ32_05320	1299	432	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1126205	1126618	+							XJ32_05325	414		
